日本産業標準調査会を説明したものはどれか。,1,経済産業省に設置されている審議会で，産業標準化法に基づいて産業標準化に関する調査・審議を行っており，JISの制定，改正などに関する審議を行っている。,電気・電子技術に関する非営利の団体であり，主な活動内容としては，学会活動，書籍の発行，IEEE規格の標準化を行っている。,電気機械器具・材料などの標準化に関する事項を調査審議し，JEC規格の制定及び普及の事業を行っている。,電子情報技術産業の総合的な発展に資することを目的とした団体であり，JEITAで始まる標準規格の制定及び普及の事業を行っている。,平成27年春期 午前問80
刑法における，いわゆるコンピュータウイルスに関する罪となるものはどれか。,4,ウイルス対策ソフトの開発，試験のために，新しいウイルスを作成した。,自分に送られてきたウイルスに感染した電子メールを，それとは知らずに他者に転送した。,自分に送られてきたウイルスを発見し，ウイルスであることを明示してウイルス対策組織へ提供した。,他人が作成したウイルスを発見し，後日これを第三者のコンピュータで動作させる目的で保管した。,平成27年春期 午前問79
ABC分析手法の説明はどれか。,3,地域を格子状の複数の区画に分け，様々なデータ(人口，購買力など)に基づいて，より細かに地域分析をする。,何回も同じパネリスト(回答者)に反復調査する。そのデータで地域の傾向や購入層の変化を把握する。,販売金額，粗利益金額などが高い商品から順番に並べ，その累計比率によって商品を幾つかの階層に分け，高い階層に属する商品の販売量の拡大を図る。,複数の調査データを要因ごとに区分し，集計することによって，関連販売力の分析や同一商品の購入状況などを分析する。,平成27年春期 午前問77
従業員1人当たりの勤務時間を減らして社会全体の雇用維持や雇用機会増加を図るものはどれか。,3,カフェテリアプラン,フリーエージェント制,ワークシェアリング,ワークライフバランス,平成27年春期 午前問76
企業が社会的責任を果たすために採るべき施策のうち，環境対策の観点で実施するものはどれか。,2,株主に対し，企業の経営状況の透明化を図る。,グリーン購入に向けて社内体制を整備する。,災害時における従業員のボランティア活動を支援する制度を構築する。,社内に倫理ヘルプラインを設置する。,平成27年春期 午前問75
eマーケットプレイスを説明したものはどれか。,2,インターネット上で先に販売促進キャンペーンなどを展開した上で，顧客を実世界の店舗に誘導して購買を促す手法,多くの売手と買手が，インターネット上に設けられた市場を通じて出会い，中間流通業者を介さず，直接取引を行う手法,自社と取引企業との間で受発注，在庫，販売，物流などの情報を共有することによって，原材料の調達から製品の流通までの全体最適を図る手法,商取引に関する情報を標準的な形式に統一して，企業間で見積り，受発注，出荷・納品，決済などに関わるデータを電子的に交換する手法,平成27年春期 午前問74
CGM(Consumer Generated Media)の説明はどれか。,3,オークション形式による物品の売買機能を提供することによって，消費者同士の個人売買の仲介役を果たすもの,個人商店主のオンラインショップを集め，共通ポイントの発行やクレジットカード決済を代行するもの,個人が制作したディジタルコンテンツの閲覧者・視聴者への配信や利用者同士の共有を可能とするもの,自社の顧客のうち，希望者をメーリングリストに登録し，電子メールを通じて定期的に情報を配信するもの,平成27年春期 午前問73
電子自治体において，G to Bに該当するものはどれか。,2,自治体内で電子決裁や電子公文書管理を行う。,自治体の利用する物品や資材の電子調達，電子入札を行う。,住民基本台帳ネットワークによって，自治体間で住民票データを送受信する。,住民票，戸籍謄本，婚姻届，パスポートなどを電子申請する。,平成27年春期 午前問72
ディジタルディバイドを説明したものはどれか。,4,PCなどの情報通信機器の利用方法が分からなかったり，情報通信機器を所有していなかったりして，情報の入手が困難な人々のことである。,高齢者や障害者の情報通信の利用面での困難が，社会的又は経済的な格差につながらないように，誰もが情報通信を利活用できるように整備された環境のことである。,情報通信機器やソフトウェア，情報サービスなどを，高齢者・障害者を含む全ての人が利用可能であるか，利用しやすくなっているかの度合いのことである。,情報リテラシの有無やITの利用環境の相違などによって生じる，社会的又は経済的な格差のことである。,平成27年春期 午前問71
ナレッジマネジメントを説明したものはどれか。,1,企業内に散在している知識を共有化し，全体の問題解決力を高める経営を行う。,迅速な意思決定のために，組織の階層をできるだけ少なくしたフラット型の組織構造によって経営を行う。,優れた業績を上げている企業との比較分析から，自社の経営革新を行う。,他社にはまねのできない，企業独自のノウハウや技術などの強みを核とした経営を行う。,平成27年春期 午前問70
コストプラス法による価格設定方法を表すものはどれか。,4,価格分析によって，利益最大，リスク最小を考慮し，段階的に価格を決める。,顧客に対する値引きを前提にし，当初からマージンを加えて価格を決める。,市場で競争可能と推定できるレベルで価格を決める。,製造原価，営業費を基準にし，希望マージンを織り込んで価格を決める。,平成27年春期 午前問69
衣料品製造販売会社を対象にバリューチェーン分析を行った。会社の活動を，購買物流，製造，出荷物流，販売とマーケティング，サービスに分類した場合，購買物流の活動はどれか。,2,衣料品を購入者へ配送する。,生地を発注し，検品し，在庫管理する。,広告宣伝を行う。,縫製作業を行う。,平成27年春期 午前問68
SWOT分析を用いて識別した，自社製品に関する外部要因はどれか。,3,営業力における強み,機能面における強み,新規参入による脅威,品質における弱み,平成27年春期 午前問67
共通フレームによれば，企画プロセスで定義するものはどれか。,3,新しい業務の在り方や業務手順，入出力情報，業務を実施する上での責任と権限，業務上のルールや制約などの要求事項,業務要件を実現するために必要なシステムの機能や，システムの開発方式，システムの運用手順，障害復旧時間などの要求事項,経営・事業の目的，目標を達成するために必要なシステムに関係する経営上のニーズ，システム化，システム改善を必要とする業務上の課題などの要求事項,システムを構成するソフトウェアの機能及び，能力，動作のための環境条件，外部インタフェース，運用及び保守の方法などの要求事項,平成27年春期 午前問66
ITベンダにおけるソリューションビジネスの推進で用いるバランススコアカードの，学習と成長のKPIの目標例はどれか。ここで，ソリューションとは"顧客の経営課題の達成に向けて，情報技術と専門家によるプロフェッショナルサービスを通して支援すること"とする。,3,サービスを提供した顧客に対して満足度調査を行い，満足度を5段階評価で平均3.5以上とする。,再利用環境の整備によってソリューション事例の登録などを増やし，顧客提案数を前年度の1.5倍とする。,情報戦略のコンサルティングサービスに重点を置くために，社内要員30名をITのプロフェッショナルとして育成する。,情報戦略立案やシステム企画立案に対するコンサルティングの受注金額を，全体の15%以上とする。,平成27年春期 午前問65
ワークフローシステムを用いて業務改善を行ったとき，期待できる効果として適切なものはどれか。,3,顧客の購入金額に応じて，割引などのサービスを提供できる。,自社と取引先とのデータ交換の標準規約が提供できる。,書類の申請から決裁に至る事務手続の処理速度が上がる。,保管する商品の倉庫内での搬入搬出作業の自動化が可能となる。,平成27年春期 午前問63
企業活動におけるBPM(Business Process Management)の目的はどれか。,1,業務プロセスの継続的な改善,経営資源の有効活用,顧客情報の管理，分析,情報資源の分析，有効活用,平成27年春期 午前問62
システム監査人が監査報告書に記載する事項のうち，監査人の業務範囲を逸脱するものはどれか。,4,改善の勧告,改善の緊急性の判断,改善の指摘,改善の命令,平成27年春期 午前問61
システム監査実施体制のうち，システム監査人の独立性の観点から避けるべきものはどれか。,1,監査チームメンバに任命された総務部のAさんが，ほかのメンバと一緒に，総務部の入退室管理の状況を監査する。,監査部のBさんが，個人情報を取り扱う業務を委託している外部企業の個人情報管理状況を監査する。,情報システム部の開発管理者から5年前に監査部に異動したCさんが，マーケティング部におけるインターネットの利用状況を監査する。,法務部のDさんが，監査部からの依頼によって，外部委託契約の妥当性の監査において，監査人に協力する。,平成27年春期 午前問60
ITに係る内部統制を評価し検証するシステム監査の対象となるものはどれか。,4,経営企画部が行っている中期経営計画の策定の経緯,人事部が行っている従業員の人事考課の結果,製造部が行っている不良品削減のための生産設備の見直しの状況,販売部が行っているデータベースの入力・更新における正確性確保の方法,平成27年春期 午前問59
システムの費用を表すTCO(総所有費用)の意味として，適切なものはどれか。,2,業務システムの開発に関わる費用の総額,システム導入から運用及び維持・管理までを含めた費用の総額,システム導入時の費用の総額,通信・ネットワークに関わるシステムの運用費用の総額,平成27年春期 午前問58
ITサービスマネジメントのインシデント及びサービス要求管理プロセスにおいて，インシデントに対して最初に実施する活動はどれか。,1,記録,段階的取扱い,分類,優先度の割当て,平成27年春期 午前問57
ITILでは，可用性管理における重要業績評価指標(KPI)の例として，保守性を表す指標値の短縮を挙げている。この指標に該当するものはどれか。,3,一定期間内での中断の数,平均故障間隔,平均サービス回復時間,平均サービス・インシデント間隔,平成27年春期 午前問56
システムが正常に稼働するかどうかを確認するために，システムの利用部門の利用者と情報システム部門の運用者が合同で，本稼働前に運用テストを実施することになった。利用者が優先して確認すべき事項はどれか。,2,オンライン処理，バッチ処理などが，運用手順どおりに稼働すること,決められた業務手順どおりに，システムが稼働すること,全てのアプリケーションプログラムが仕様書どおりに機能すること,目標とする性能要件を満たしていること,平成27年春期 午前問55
プロジェクトスコープマネジメントにおいて，WBS作成のプロセスで行うことはどれか。,2,作業の工数を算定して，コストを見積もる。,作業を階層的に細分化する。,作業を順序付けして，スケジュールとして組み立てる。,成果物を生成するアクティビティを定義する。,平成27年春期 午前問53
プロジェクトに関わるステークホルダの説明のうち，適切なものはどれか。,3,組織の内部に属しており，組織の外部にいることはない。,プロジェクトに直接参加し，間接的な関与にとどまることはない。,プロジェクトの成果が，自らの利益になる者と不利益になる者がいる。,プロジェクトマネージャのように，個人として特定できることが必要である。,平成27年春期 午前問52
XP(Extreme Programming)において，実践することが提唱されているものはどれか。,3,構造化設計,テストツールの活用,ペアプログラミング,ユースケースの活用,平成27年春期 午前問51
オブジェクト指向の考え方に基づくとき，一般的に“自動車”のサブクラスといえるものはどれか。,4,エンジン,製造番号,タイヤ,トラック,平成27年春期 午前問48
E-R図の説明はどれか。,3,オブジェクト指向モデルを表現する図である。,時間や行動などに応じて，状態が変化する状況を表現する図である。,対象とする世界を実体と関連の二つの概念で表現する図である。,データの流れを視覚的に分かりやすく表現する図である。,平成27年春期 午前問47
コンピュータやネットワークのセキュリティ上の脆弱性を発見するために，システムを実際に攻撃して侵入を試みる手法はどれか。,3,ウォークスルー,ソフトウェアインスペクション,ペネトレーションテスト,リグレッションテスト,平成27年春期 午前問46
社員が利用するスマートフォンにディジタル証明書を導入しておくことによって，当該スマートフォンから社内システムへアクセスがあったときに，社内システム側で確認できるようになることはどれか。,2,当該スマートフォンがウイルスに感染していないこと,当該スマートフォンが社内システムへのアクセスを許可されたデバイスであること,当該スマートフォンのOSに最新のセキュリティパッチが適用済みであること,当該スマートフォンのアプリケーションが最新であること,平成27年春期 午前問45
ファイルの属性情報として，ファイルに対する読取り，書込み，実行の権限を独立に設定できるOSがある。この3種類の権限は，それぞれに1ビットを使って許可，不許可を設定する。この3ビットを8進数表現0～7の数字で設定するとき，次の試行結果から考えて，適切なものはどれか。     〔試行結果〕     ①0を設定したら，読取り，書込み，実行ができなくなってしまった。     ②3を設定したら，読取りと書込みはできたが，実行ができなかった。     ③7を設定したら，読取り，書込み，実行ができるようになった。,2,2を設定すると，読取りと実行ができる。,4を設定すると，実行だけができる。,5を設定すると，書込みだけができる。,6を設定すると，読取りと書込みができる。,平成27年春期 午前問44
Webサーバのコンテンツの改ざんを検知する方法のうち，最も有効なものはどれか。,2,Webサーバのコンテンツの各ファイルの更新日を保管しておき，定期的に各ファイルの更新日と比較する。,Webサーバのコンテンツの各ファイルのハッシュ値を保管しておき，定期的に各ファイルから生成したハッシュ値と比較する。,Webサーバのメモリ使用率を定期的に確認し，バッファオーバフローが発生していないことを確認する。,Webサーバへの通信を監視し，HTTP，HTTPS以外の通信がないことを確認する。,平成27年春期 午前問43
SQLインジェクション攻撃の説明はどれか。,1,Webアプリケーションに問題があるとき，悪意のある問合せや操作を行う命令文を入力して，データベースのデータを不正に取得したり改ざんしたりする攻撃,悪意のあるスクリプトを埋め込んだWebページを訪問者に閲覧させて，別のWebサイトで，その訪問者が意図しない操作を行わせる攻撃,市販されているDBMSの脆弱性を利用することによって，宿主となるデータベーサーバを探して自己伝染を繰り返し，インターネットのトラフィックを急増させる攻撃,訪問者の入力データをそのまま画面に表示するWebサイトに対して，悪意のあるスクリプトを埋め込んだ入力データを送ることによって，訪問者のブラウザで実行させる攻撃,平成27年春期 午前問42
