ボットネットにおけるC&Cサーバの役割として，適切なものはどれか。,4,Webサイトのコンテンツをキャッシュし，本来のサーバに代わってコンテンツを利用者に配信することによって，ネットワークやサーバの負荷を軽減する。,外部からインターネットを経由して社内ネットワークにアクセスする際に，CHAPなどのプロトコルを用いることによって，利用者認証時のパスワードの盗聴を防止する。,外部からインターネットを経由して社内ネットワークにアクセスする際に，チャレンジレスポンス方式を採用したワンタイムパスワードを用いることによって，利用者認証時のパスワードの盗聴を防止する。,侵入して乗っ取ったコンピュータに対して，他のコンピュータへの攻撃などの不正な操作をするよう，外部から命令を出したり応答を受け取ったりする。,平成30年秋期 午前問41
請負契約を締結していても，労働者派遣とみなされる受託者の行為はどれか。,1,休暇取得の承認を発注者側の指示に従って行う。,業務の遂行に関する指導や評価を自ら実施する。,勤務に関する規律や職場秩序の保持を実施する。,発注者の業務上の要請を受託者側の責任者が窓口となって受け付ける。,平成30年秋期 午前問80
個人情報保護委員会"個人情報の保護に関する法律についてのガイドライン(通則編)平成28年11月(平成29年3月一部改正)"によれば，個人情報に該当しないものはどれか。,4,受付に設置した監視カメラに録画された，本人が判別できる映像データ,個人番号の記載がない，社員に交付する源泉徴収票,指紋認証のための指紋データのバックアップデータ,匿名加工情報に加工された利用者アンケート情報,平成30年秋期 午前問79
コンピュータウイルスを作成する行為を処罰の対象とする法律はどれか。,1,刑法,不正アクセス禁止法,不正競争防止法,プロパイダ責任制限法,平成30年秋期 午前問78
連関図法を説明したものはどれか。,3,事態の進展とともに様々な事象が想定される問題について，対応策を検討して望ましい結果に至るプロセスを定める方法である。,収集した情報を相互の関連によってグループ化し，解決すべき問題点を明確にする方法である。,複雑な要因の絡み合う事象について，その事象間の因果関係を明らかにする方法である。,目的・目標を達成するための手段・方策を順次展開し，最適な手段・方策を追求していく方法である。,平成30年秋期 午前問76
CIOの説明はどれか。,4,経営戦略の立案及び業務執行を統括する最高責任者,資金調達，財務報告などの財務面での戦略策定及び執行を統括する最高責任者,自社の技術戦略や研究開発計画の立案及び執行を統括する最高責任者,情報管理，情報システムに関する戦略立案及び執行を統括する最高責任者,平成30年秋期 午前問74
ネットビジネスでのOtoOの説明はどれか。,4,基本的なサービスや製品を無料で提供し，高度な機能や特別な機能については料金を課金するビジネスモデルである。,顧客仕様に応じたカスタマイズを実現するために，顧客からの注文後に最終製品の生産を始める方式である。,電子商取引で，代金を払ったのに商品が届かない，商品を送ったのに代金が支払われないなどのトラブルが防止できる仕組みである。,モバイル端末などを利用している顧客を，仮想店舗から実店舗に，又は実店舗から仮想店舗に誘導しながら，購入につなげる仕組みである。,平成30年秋期 午前問73
ICタグ(RFID)の特徴はどれか。,4,GPSを利用し，現在地の位置情報や属性情報を表示する。,専用の磁気読取り装置に挿入して使用する。,大量の情報を扱うので，情報の記憶には外部記憶装置を使用する。,汚れに強く，記録された情報を梱包の外から読むことができる。,平成30年秋期 午前問72
IoTの構成要素に関する記述として，適切なものはどれか。,2,アナログ式の機器を除く，ディジタル式の機器が対象となる。,インターネット又は閉域網に接続できる全てのものが対象となる。,自律的にデータを収集してデータ分析を行う機器だけが対象となる。,人や生物を除く，形のある全てのものが対象となる。,平成30年秋期 午前問71
技術は，理想とする技術を目指す過程において，導入期，成長期，成熟期，衰退期，そして次の技術フェーズに移行するという進化の過程をたどる。この技術進化過程を表すものはどれか。,1,技術のSカーブ,需要曲線,バスタブ曲線,ラーニングカーブ,平成30年秋期 午前問70
